id_aircraft;n-number;company_id;model_id;engine_id;aircraft_type_id;year
5500;N945UW;16;130;1;1;
5501;N945WN;80;57;1;1;2010
5502;N946AN;16;43;1;1;2000
5503;N946AT;33;76;1;1;1999
5504;N946DN;33;61;1;1;1995
5505;N946JL;48;25;1;1;2015
5506;N946LR;60;119;1;1;2006
5507;N946NN;93;43;1;1;2014
5508;N946SW;79;118;1;1;2003
5509;N946UW;16;130;1;1;2007
5510;N946WN;80;57;1;1;2010
5511;N947AN;16;43;1;1;2000
5512;N947AT;33;76;1;1;1999
5513;N947DL;33;128;1;1;1989
5514;N947DN;33;61;1;1;1996
5515;N947JB;48;25;1;1;2015
5516;N947LR;60;119;1;1;2007
5517;N947NN;93;43;1;1;2014
5518;N947SW;79;118;1;1;2003
5519;N947UW;16;130;1;1;2007
5520;N947WN;80;57;1;1;2010
5521;N948AN;16;43;1;1;2000
5522;N948AT;33;76;1;1;1999
5523;N948JB;48;25;1;1;2015
5524;N948LR;60;119;1;1;2007
5525;N948NN;93;43;1;1;2014
5526;N948UW;16;130;1;1;2007
5527;N948WN;80;57;1;1;2010
5528;N949AN;16;43;1;1;2000
5529;N949AT;33;76;1;1;1999
5530;N949DL;33;128;1;1;1990
5531;N949FR;88;37;1;1;2006
5532;N949JB;36;145;1;1;2009
5533;N949JT;48;25;1;1;2015
5534;N949NN;93;43;1;1;2014
5535;N949UW;85;130;1;1;2007
5536;N949WN;80;57;1;1;2010
5537;N950AN;16;43;1;1;2000
5538;N950AT;33;76;1;1;2000
5539;N950DN;33;61;2;1;
5540;N950JB;53;127;1;1;2005
5541;N950JT;48;25;1;1;2015
5542;N950LR;60;119;1;1;2007
5543;N950NN;90;43;1;1;2014
5544;N950UW;16;130;1;1;2007
5545;N950WN;80;57;1;1;2010
5546;N951AA;16;43;1;1;2000
5547;N951AT;93;76;1;1;2000
5548;N951DN;33;61;1;1;1997
5549;N951LR;60;119;1;1;2007
5550;N951NN;93;43;1;1;2014
5551;N951SW;79;118;1;1;2003
5552;N951UW;16;130;1;1;2007
5553;N951WN;80;57;1;1;2010
5554;N952AA;16;43;1;1;2000
5555;N952AT;93;76;1;1;2000
5556;N952JB;48;25;1;1;2015
5557;N952LR;60;119;1;1;2015
5558;N952NN;90;43;1;1;2014
5559;N952SW;79;118;1;1;2003
5560;N952UW;16;130;1;1;2007
5561;N952WN;80;57;1;1;2010
5562;N953AN;16;43;1;1;2001
5563;N953AT;93;76;1;1;2000
5564;N953DL;33;128;1;1;1990
5565;N953LR;60;119;1;1;2015
5566;N953NN;90;43;1;1;2014
5567;N953SW;79;118;1;1;2003
5568;N953UW;16;130;1;1;2007
5569;N953WN;80;57;1;1;2010
5570;N954AN;16;43;1;1;2001
5571;N954AT;93;76;1;1;2000
5572;N954JB;48;25;1;1;2015
5573;N954LR;60;119;1;1;2015
5574;N954NN;90;43;1;1;2014
5575;N954SW;79;118;1;1;2003
5576;N954UW;50;130;1;1;2007
5577;N954WN;80;57;1;1;2011
5578;N955AN;16;43;1;1;2001
5579;N955AT;93;76;1;1;2000
5580;N955DL;33;128;1;1;1990
5581;N955JB;48;25;1;1;2015
5582;N955LR;60;119;1;1;2015
5583;N955NN;90;43;1;1;2014
5584;N955SW;79;118;1;1;2003
5585;N955UW;16;130;1;1;2008
5586;N955WN;80;57;1;1;2011
5587;N956AN;16;43;1;1;2001
5588;N956AT;93;76;1;1;2000
5589;N956DL;33;128;1;1;1990
5590;N956JT;48;25;1;1;2015
5591;N956LR;60;119;1;1;2005
5592;N956NN;93;43;1;1;2014
5593;N956SW;79;118;1;1;2003
5594;N956UW;85;130;1;1;2008
5595;N956WN;80;57;1;1;2011
5596;N957AN;16;43;1;1;2001
5597;N957AT;93;76;1;1;2000
5598;N957DL;33;128;1;1;1990
5599;N957JB;48;25;1;1;2015
5600;N957LR;60;119;1;1;2015
5601;N957NN;90;43;1;1;2014
5602;N957SW;79;118;1;1;2003
5603;N957UW;85;130;1;1;2008
5604;N957WN;80;57;1;1;2011
5605;N958AN;16;43;1;1;2001
5606;N958AT;93;76;1;1;2001
5607;N958DL;33;128;1;1;1990
5608;N958JB;48;25;1;1;2015
5609;N958LR;60;119;1;1;2015
5610;N958NN;93;43;1;1;2014
5611;N958SW;79;118;1;1;2003
5612;N958UW;85;130;1;1;2008
5613;N958WN;80;57;1;1;2011
5614;N959AN;16;43;1;1;2001
5615;N959AT;93;76;1;1;2001
5616;N959DL;33;128;1;1;1990
5617;N959JB;48;25;1;1;2015
5618;N959LR;60;119;1;1;2015
5619;N959NN;90;43;1;1;2014
5620;N959SW;79;118;1;1;2003
5621;N959UW;16;130;1;1;2008
5622;N959WN;80;57;1;1;2011
5623;N960AN;16;43;1;1;2001
5624;N960AT;93;76;1;1;2001
5625;N960DL;33;128;1;1;1990
5626;N960DN;33;61;1;1;1998
5627;N960NN;90;43;1;1;2014
5628;N960SW;79;118;1;1;2003
5629;N960WN;80;57;1;1;2011
5630;N9615W;93;177;1;1;1997
5631;N9616G;93;177;1;1;1997
5632;N9617R;93;177;1;1;1997
5633;N9618A;93;177;1;1;1997
5634;N9619V;93;177;1;1;1997
5635;N961AN;16;43;1;1;2001
5636;N961AT;93;76;1;1;2001
5637;N961DL;33;128;1;1;1990
5638;N961JB;44;12;3;1;2006
5639;N961JT;48;25;1;1;2016
5640;N961NN;90;43;1;1;2014
5641;N961SW;79;118;1;1;2003
5642;N961TW;93;177;1;1;1999
5643;N961UW;50;130;1;1;2008
5644;N961WN;80;57;1;1;2011
5645;N9620D;93;177;1;1;1997
5646;N9624T;93;177;1;1;1998
5647;N9626F;93;177;1;1;1998
5648;N9628W;93;177;1;1;1998
5649;N9629H;93;177;1;1;1998
5650;N962AN;16;43;1;1;2001
5651;N962DL;33;128;1;1;1990
5652;N962DN;33;61;1;1;1998
5653;N962JT;48;25;1;1;2016
5654;N962NN;93;43;1;1;2014
5655;N962SW;79;118;1;1;2003
5656;N962WN;80;57;1;1;2011
5657;N9630A;93;170;1;1;1997
5658;N963AN;16;43;1;1;2001
5659;N963AT;93;76;1;1;2001
5660;N963DL;33;128;1;1;1990
5661;N963DN;33;61;1;1;1999
5662;N963NN;90;43;1;1;2014
5663;N963SW;79;118;1;1;2003
5664;N963TW;93;177;1;1;1999
5665;N963UW;16;130;1;1;2008
5666;N963WN;80;57;1;1;2011
5667;N964AN;16;43;1;1;2001
5668;N964AT;93;76;1;1;2001
5669;N964DL;33;128;1;1;1990
5670;N964JT;48;25;1;1;2016
5671;N964NN;16;43;1;1;2015
5672;N964SW;79;118;1;1;2003
5673;N964TW;93;177;1;1;1999
5674;N964WN;80;57;1;1;2011
5675;N965AN;16;43;1;1;2001
5676;N965AT;93;76;1;1;2001
5677;N965DL;33;128;1;1;1990
5678;N965JT;48;25;1;1;2016
5679;N965NN;16;43;1;1;2015
5680;N965SW;79;118;1;1;2003
5681;N965TW;93;177;1;1;1999
5682;N965UW;16;130;1;1;2008
5683;N965WN;80;57;1;1;2011
5684;N966AN;16;43;1;1;2001
5685;N966AT;93;76;1;1;2001
5686;N966DL;33;128;1;1;1990
5687;N966JT;48;25;1;1;2016
5688;N966NN;16;43;1;1;2015
5689;N966TW;93;177;1;1;1999
5690;N966WN;80;57;1;1;2011
5691;N9677W;93;177;1;1;1999
5692;N967AN;16;43;1;1;2001
5693;N967AT;93;76;1;1;2001
5694;N967DL;33;128;1;1;1990
5695;N967JT;48;25;1;1;2016
5696;N967NN;16;43;1;1;2015
5697;N967SW;79;118;1;1;2003
5698;N967UW;16;130;1;1;2008
5699;N967WN;80;57;1;1;2011
5700;N9681B;93;177;1;1;1999
5701;N968AN;16;43;1;1;2001
5702;N968AT;93;76;1;1;2001
5703;N968DL;33;128;1;1;1990
5704;N968JT;48;25;1;1;2016
5705;N968NN;16;43;1;1;2015
5706;N968TW;93;177;1;1;1999
5707;N968WN;80;57;1;1;2011
5708;N969AN;90;43;1;1;2001
5709;N969DL;33;128;1;1;1990
5710;N969JT;48;25;1;1;2016
5711;N969NN;16;43;1;1;2015
5712;N969SW;79;118;1;1;2003
5713;N969TW;93;177;1;1;1999
5714;N969WN;80;57;1;1;2011
5715;N970AN;17;43;1;1;2001
5716;N970AT;93;76;1;1;2001
5717;N970DL;33;128;1;1;1990
5718;N970JB;48;25;1;1;2016
5719;N970NN;16;43;1;1;2015
5720;N970SW;79;118;1;1;2003
5721;N970TW;93;177;1;1;1999
5722;N970UY;16;25;1;1;2009
5723;N971AN;93;43;1;1;2001
5724;N971AT;93;76;1;1;2001
5725;N971DL;33;128;1;1;1991
5726;N971JT;48;25;1;1;2016
5727;N971NN;16;43;1;1;2015
5728;N971SW;79;118;1;1;2004
5729;N971TW;93;177;1;1;1999
5730;N971UY;16;25;1;1;
5731;N972AN;93;43;1;1;2001
5732;N972AT;93;76;1;1;2001
5733;N972DL;33;128;1;1;1991
5734;N972JT;48;25;1;1;2016
5735;N972NN;16;43;1;1;2015
5736;N972UY;16;25;1;1;2009
5737;N973AN;93;43;1;1;2001
5738;N973DL;33;128;1;1;1991
5739;N973JT;48;25;1;1;2018
5740;N973NN;16;43;1;1;2015
5741;N973SW;79;118;1;1;2004
5742;N973UY;16;25;1;1;2011
5743;N974AN;93;43;1;1;2001
5744;N974AT;93;76;1;1;2002
5745;N974DL;33;128;1;1;1991
5746;N974JT;48;25;1;1;2016
5747;N974UY;16;25;1;1;2011
5748;N975AN;93;43;1;1;2001
5749;N975DL;33;128;1;1;1991
5750;N975JT;48;25;1;1;2017
5751;N975SW;93;118;1;1;2004
5752;N975UY;16;25;1;1;2011
5753;N976AN;93;43;1;1;2001
5754;N976DL;33;128;1;1;1991
5755;N976JT;48;25;1;1;2017
5756;N976NN;90;43;1;1;2015
5757;N976SW;93;118;1;1;2004
5758;N976UY;93;25;1;1;2012
5759;N977AT;93;76;1;1;2002
5760;N977JE;48;25;1;1;2018
5761;N977NN;16;43;1;1;2015
5762;N977UY;16;25;1;1;2012
5763;N978AN;61;43;1;1;2001
5764;N978AT;93;76;1;1;2002
5765;N978DL;33;128;1;1;1991
5766;N978JB;48;25;1;1;2017
5767;N978NN;16;43;1;1;2015
5768;N978SW;93;118;1;1;2004
5769;N978UY;16;25;1;1;2012
5770;N979AN;90;43;1;1;2009
5771;N979AT;93;76;1;1;2002
5772;N979DL;33;128;1;1;1991
5773;N979EV;33;118;1;1;2003
5774;N979JT;48;25;1;1;2017
5775;N979NN;16;43;1;1;2015
5776;N979RP;73;133;1;1;2005
5777;N979SW;93;118;1;1;2004
5778;N979TW;93;177;1;1;1999
5779;N979UY;16;25;1;1;2013
5780;N980AN;90;43;1;1;2009
5781;N980AT;93;76;1;1;2002
5782;N980DL;33;128;1;1;1991
5783;N980EV;33;118;1;1;2003
5784;N980JT;48;25;1;1;2017
5785;N980NN;16;43;1;1;2015
5786;N980SW;93;118;1;1;2004
5787;N980TW;93;177;1;1;1999
5788;N980UY;16;25;1;1;2013
5789;N981AN;16;43;1;1;2009
5790;N981AT;93;76;1;1;2002
5791;N981DL;33;128;1;1;1991
5792;N981EV;33;118;1;1;2003
5793;N981JT;48;25;1;1;2017
5794;N981NN;16;43;1;1;2015
5795;N981UY;16;25;1;1;2013
5796;N982AN;90;43;1;1;2009
5797;N982AT;93;76;1;1;2002
5798;N982DL;33;128;1;1;1991
5799;N982JB;48;25;1;1;2017
5800;N982NN;16;43;1;1;2015
5801;N982SW;93;118;1;1;2004
5802;N982TW;93;177;1;1;1999
5803;N982VJ;16;25;1;1;2012
5804;N983AN;16;43;1;1;2009
5805;N983AT;93;76;1;1;
5806;N983DL;33;128;1;1;1991
5807;N983JB;28;143;3;1;1978
5808;N983JT;48;25;1;1;2017
5809;N983NN;16;43;1;1;2015
5810;N983SW;93;118;1;1;2004
5811;N983TW;93;177;1;1;1999
5812;N984DL;33;128;1;1;1991
5813;N984JB;48;25;1;1;2017
5814;N984NN;16;43;1;1;2016
5815;N984TW;93;177;1;1;1999
5816;N985AT;23;76;1;1;2001
5817;N985DL;33;128;1;1;1991
5818;N985JT;48;25;1;1;2017
5819;N985NN;16;43;1;1;2016
5820;N986AN;16;25;1;1;2016
5821;N986AT;23;76;1;1;2001
5822;N986DL;33;128;1;1;1991
5823;N986JB;48;25;1;1;2017
5824;N986NN;16;43;1;1;2016
5825;N986SW;93;118;1;1;2004
5826;N987AM;16;25;1;1;2016
5827;N987AN;90;43;1;1;2009
5828;N987DL;33;128;1;1;1991
5829;N987DN;33;76;1;1;2000
5830;N987JT;48;25;1;1;2017
5831;N987NN;16;43;1;1;2016
5832;N987SW;79;118;1;1;2000
5833;N988AL;16;25;1;1;2016
5834;N988AT;93;76;1;1;2001
5835;N988DL;33;128;1;1;1991
5836;N988DN;33;76;1;1;2001
5837;N988JT;48;25;1;1;2017
5838;N988NN;16;43;1;1;2016
5839;N989AN;90;43;1;1;2009
5840;N989AT;93;76;1;1;2001
5841;N989AU;16;25;1;1;2016
5842;N989DL;33;128;1;1;1991
5843;N989DN;33;76;1;1;2001
5844;N989JT;48;25;1;1;2017
5845;N989NN;16;43;1;1;2016
5846;N990AN;16;43;1;1;2009
5847;N990AT;93;76;1;1;2001
5848;N990AU;16;25;1;1;2016
5849;N990DL;33;128;1;1;1991
5850;N990JB;77;143;3;1;1977
5851;N990JL;48;25;1;1;2017
5852;N990NN;16;43;1;1;2016
5853;N991AN;16;43;1;1;2009
5854;N991AT;93;76;1;1;
5855;N991AU;16;25;1;1;2016
5856;N991DL;33;128;1;1;1991
5857;N991JT;48;25;1;1;2017
5858;N991NN;16;43;1;1;2016
5859;N992AN;90;43;1;1;2009
5860;N992AT;93;76;1;1;2002
5861;N992AU;88;25;1;1;2016
5862;N992DL;33;128;1;1;1991
5863;N992JB;48;25;1;1;2018
5864;N992NN;16;43;1;1;2016
5865;N993AN;16;25;1;1;2016
5866;N993AT;93;76;1;1;2002
5867;N993DL;33;128;1;1;1991
5868;N993JE;48;25;1;1;2018
5869;N993NN;16;43;1;1;2016
5870;N994AN;16;25;1;1;2016
5871;N994AT;93;76;1;1;2002
5872;N994DL;33;128;2;1;1991
5873;N994JL;48;25;1;1;2018
5874;N994NN;16;43;1;1;2016
5875;N995AN;16;25;1;1;2016
5876;N995AT;93;76;1;1;2002
5877;N995DL;33;128;1;1;1991
5878;N995JL;48;25;1;1;2018
5879;N995NN;16;43;1;1;2016
5880;N996AN;16;25;1;1;2016
5881;N996AT;93;76;1;1;2002
5882;N996DL;33;128;1;1;1991
5883;N996JL;48;25;1;1;2018
5884;N996NN;16;43;1;1;2016
5885;N997AA;16;25;1;1;2017
5886;N997AT;93;76;1;1;2002
5887;N997DL;33;128;1;1;1992
5888;N997JL;48;25;1;1;2018
5889;N997NN;16;43;1;1;2016
5890;N998AN;16;25;1;1;2017
5891;N998AT;93;76;1;1;2002
5892;N998DL;33;128;2;1;1992
5893;N998JE;48;25;1;1;2018
5894;N998NN;16;42;1;1;2016
5895;N999DN;33;128;2;1;1992
5896;N999JQ;48;25;1;1;2018
5897;N201JB;65;1;3;3;1976
5898;N202JB;39;1;3;3;1978
5899;N508JB;66;167;3;3;2007
5900;N684RW;92;153;3;3;2004
5902;N962JB;63;140;3;3;2009
5903;N964JB;71;40;3;3;2012
5904;N965JB;52;150;3;3;1997
5905;N966JB;74;174;5;3;2013
5906;N968JB;57;175;5;3;2016
5907;N969JB;84;167;3;3;2005
5908;N971JB;;125;3;3;
5909;N972JB;69;167;3;3;2006
5910;N974JB;78;5;5;3;2009
5911;N975JB;1;11;5;3;2015
5912;N976JB;32;168;3;3;2017
5913;N985JB;43;173;5;3;2016
5914;N987JB;4;2;3;3;
5915;N988JB;22;10;3;3;2004
5916;N989JB;56;3;3;3;1998
5917;N993JB;54;1;3;3;1993
5918;N994JB;40;144;3;3;2007
5919;N995JB;25;181;3;3;2003
5920;N996JB;70;173;5;3;2010
5921;N997JB;31;141;3;3;1982
5922;N998JB;9;180;5;3;
5923;N534EA;59;149;3;2;2017
5924;N537JB;51;38;4;2;2012
5925;N945JB;34;166;3;2;2001
5926;N980JB;2;152;6;2;
5927;N002JB;;;;;
5928;N016JB;;;;;
5929;N017JB;;;;;
5930;N027JB;;;;;
5931;N029JB;;;;;
5932;N038JB;;;;;
5933;N101NK;;129;;;
5934;N106DU;;;;;
5935;N1402A;;;;;
5936;N221FR;;;;;
5937;N26123;89;101;;;1997
5938;N379AA;;;;;
5939;N389AA;;;;;
5940;N501AA;55;179;;;1989
5941;N507JB;;;;;
5942;N525EA;;;;;
5943;N526JB;;;;;
5944;N527JB;;;;;
5945;N531JB;;;;;
5946;N544AE;38;7;;;
5947;N546NK;;;;;
5948;N549NK;;;;;
5949;N550NK;;;;;
5950;N554NK;;;;;
5951;N562NK;;;;;
5952;N582HA;93;62;;;2001
5953;N594HA;26;68;;;2003
5954;N608QX;;;;;
5955;N615QX;;;;;
5956;N616QX;;;;;
5957;N631VA;93;32;;;2007
5958;N634VA;;32;;;2008
5959;N656YX;;;;;
5960;N740SW;80;57;;;1998
5961;N756SA;80;57;;;1999
5962;N759GS;80;57;;;1999
5963;N761RR;;139;;;
5964;N764SW;80;57;;;2000
5965;N766SW;80;57;;;2000
5966;N7701B;93;56;;;2004
5967;N7705A;93;56;;;2004
5968;N807SK;79;119;;;2006
5969;N810SK;79;119;;;2006
5970;N812SK;79;119;;;2006
5971;N814SK;79;119;;;2006
5972;N815SK;79;119;;;2006
5973;N839SK;;;;;
5974;N867AS;79;118;;;2000
5975;N884AS;79;118;;;2001
5976;N907DA;;61;;;1995
5977;N926FR;;;;;
5978;N927FR;;;;;
5979;N936NK;;;;;
5980;N943JB;;;;;
5981;N944JB;;39;;;
5982;N946JB;21;171;;;2015
5983;N948DL;33;128;;;1989
5984;N950DL;33;128;;;1990
5985;N951DL;33;128;;;1990
5986;N952DL;33;128;;;1990
5987;N952DN;33;61;;;1998
5988;N954DL;33;128;;;1990
5989;N9621A;64;177;;;1998
5990;N967JB;27;173;;;2014
5991;N973JB;58;142;;;1966
5992;N977DL;33;128;;;1991
5993;N977JB;29;9;;;1977
5994;N979JB;47;13;;;1999
5995;N981JB;24;126;;;1981
5996;N991JB;;8;;;1983
5997;N999JB;67;122;;;1974
