id_route;origin_cod;dest_cod
1366;CMH;STL
1367;CMH;TPA
1368;CRP;HOU
1369;CVG;BWI
1370;CVG;DEN
1371;CVG;MDW
1372;DAL;ABQ
1373;DAL;AMA
1374;DAL;ATL
1375;DAL;AUS
1376;DAL;BHM
1377;DAL;BNA
1378;DAL;BOS
1379;DAL;BUR
1380;DAL;BWI
1381;DAL;CHS
1382;DAL;CLT
1383;DAL;CMH
1384;DAL;DCA
1385;DAL;DEN
1386;DAL;DTW
1387;DAL;ECP
1388;DAL;ELP
1389;DAL;FLL
1390;DAL;HOU
1391;DAL;IND
1392;DAL;JAX
1393;DAL;LAS
1394;DAL;LAX
1395;DAL;LBB
1396;DAL;LGA
1397;DAL;LIT
1398;DAL;MAF
1399;DAL;MCI
1400;DAL;MCO
1401;DAL;MDW
1402;DAL;MEM
1403;DAL;MKE
1404;DAL;MSP
1405;DAL;MSY
1406;DAL;OAK
1407;DAL;OKC
1408;DAL;OMA
1409;DAL;ONT
1410;DAL;PDX
1411;DAL;PHL
1412;DAL;PHX
1413;DAL;PIT
1414;DAL;RDU
1415;DAL;RSW
1416;DAL;SAN
1417;DAL;SAT
1418;DAL;SDF
1419;DAL;SEA
1420;DAL;SFO
1421;DAL;SJC
1422;DAL;SLC
1423;DAL;SMF
1424;DAL;SNA
1425;DAL;STL
1426;DAL;TPA
1427;DAL;TUL
1428;DCA;ATL
1429;DCA;AUS
1430;DCA;BNA
1431;DCA;CMH
1432;DCA;DAL
1433;DCA;FLL
1434;DCA;HOU
1435;DCA;MCI
1436;DCA;MCO
1437;DCA;MDW
1438;DCA;MKE
1439;DCA;MSY
1440;DCA;OKC
1441;DCA;OMA
1442;DCA;PVD
1443;DCA;STL
1444;DCA;TPA
1445;DEN;ABQ
1446;DEN;ATL
1447;DEN;AUS
1448;DEN;BNA
1449;DEN;BOI
1450;DEN;BOS
1451;DEN;BUR
1452;DEN;BWI
1453;DEN;CLE
1454;DEN;CMH
1455;DEN;CVG
1456;DEN;DAL
1457;DEN;DTW
1458;DEN;ELP
1459;DEN;EWR
1460;DEN;FLL
1461;DEN;GEG
1462;ECP;DAL
1463;MKE;DAL
1464;MSP;DAL
1465;RSW;GRR
1466;LAS;EUG
1467;PSC;AZA
1468;FNT;SFB
1469;DAY;PIE
1470;AZA;CID
1471;USA;PIE
1472;SFB;ELM
1473;GRR;FLL
1474;ALB;PIE
1475;GTF;LAS
1476;SFB;HGR
1477;PIE;FNT
1478;OMA;SFB
1479;DAY;PGD
1480;STC;PGD
1481;SYR;SFB
1482;PGD;LEX
1483;AZA;GTF
1484;AZA;PVU
1485;TYS;FLL
1486;SFB;CKB
1487;LAS;GJT
1488;USA;FLL
1489;BIS;LAS
1490;SFB;SYR
1491;GRR;PGD
1492;MLI;PGD
1493;GSO;PIE
1494;PIE;SBN
1495;ORF;FLL
1496;PIT;PGD
1497;GRR;PIE
1498;SFB;SJU
1499;PIE;USA
1500;FAT;LAS
1501;MFE;LAS
1502;MCI;PIE
1503;ABE;FLL
1504;FLL;CVG
1505;FSD;AZA
1506;SFB;LEX
1507;SCK;LAS
1508;SFB;CHA
1509;AZA;RAP
1510;PIE;OMA
1511;CLE;PGD
1512;GSO;SFB
1513;PIE;GSP
1514;SBN;PGD
1515;TYS;PIE
1516;LAS;SHV
1517;CVG;FLL
1518;SFB;FAR
1519;PIE;GSO
1520;SFB;CVG
1521;CVG;SRQ
1522;PIE;BGR
1523;PGD;AVL
1524;CVG;VPS
1525;LCK;SFB
1526;LAS;FAT
1527;SFB;ABE
1528;SAV;BWI
1529;PGD;SWF
1530;EVV;SFB
1531;FWA;SFB
1532;AVL;FLL
1533;DSM;PIE
1534;LCK;PGD
1535;FWA;PIE
1536;LEX;PGD
1537;PIE;TOL
1538;SFB;HTS
1539;SFB;RDU
1540;FNT;PIE
1541;PGD;GRR
1542;ROA;SFB
1543;AZA;MOT
1544;ELM;SFB
1545;OKC;LAX
1546;CVG;AZA
1547;SFB;BIS
1548;AVL;SFB
1549;SFB;BMI
1550;LEX;PIE
1551;BGR;SFB
1552;EUG;AZA
1553;ABE;SFB
1554;AZA;ATW
1555;PIE;CHA
1556;PGD;SYR
1557;SBN;SFB
1558;SFB;ROC
1559;MLI;AZA
1560;ALB;PGD
1561;FLL;LEX
1562;ATW;SFB
1563;AZA;IDA
1564;LAS;SMX
1565;PGD;DAY
1566;VPS;CVG
1567;LAX;BLI
1568;PIE;CLE
1569;LAS;XNA
1570;AZA;BLV
1571;IND;PIE
1572;LAS;BLI
1573;XNA;SFB
1574;PIE;ORF
1575;BLI;PSP
1576;FNT;FLL
1577;LAX;CVG
1578;SFB;BLV
1579;PIE;RDU
1580;FLL;AVL
1581;AZA;DSM
1582;SFB;BGR
1583;SFB;TYS
1584;PGD;PIT
1585;BLI;LAX
1586;PIE;ALB
1587;LEX;SFB
1588;AZA;BIL
1589;ORF;PIE
1590;SFB;FNT
1591;PIE;SYR
1592;TYS;PGD
1593;LAS;CVG
1594;PGD;FNT
1595;FLL;USA
1596;LRD;LAS
1597;TOL;PIE
1598;MEM;FLL
1599;GRR;SFB
1600;PIE;CVG
1601;AZA;BIS
1602;SYR;FLL
1603;BLI;LAS
1604;PGD;DSM
1605;TUL;LAX
1606;BLV;LAS
1607;FLL;ORF
1608;MSO;LAS
1609;LCK;PIE
1610;FLL;PBG
1611;SYR;PGD
1612;GJT;LAS
1613;ABQ;AUS
1614;OAK;AZA
1615;PGD;CVG
1616;PGD;TOL
1617;CID;AZA
1618;PGD;SDF
1619;SBN;LAS
1620;EWR;AVL
1621;LIT;SFB
1622;GRI;LAS
1623;PVD;PGD
1624;SFB;PBG
1625;GFK;LAS
1626;RFD;PGD
1627;LAS;CID
1628;SFB;SWF
1629;PIE;RFD
1630;TUS;BLI
1631;BOI;AZA
1632;CVG;EWR
1633;EWR;SAV
1634;TYS;LAS
1635;FLL;LCK
1636;PIE;SGF
1637;LAS;BIL
1638;PIE;LEX
1639;SFB;CID
1640;PIA;AZA
1641;MDT;SFB
1642;MEM;LAX
1643;PGD;ALB
1644;AZA;GRR
1645;BMI;PIE
1646;PIE;MEM
1647;BLI;AZA
1648;MLI;SFB
1649;SFB;RFD
1650;LAS;BLV
1651;LAX;MFR
1652;PSP;BLI
1653;SFB;ATW
1654;CID;SFB
1655;SMX;LAS
1656;AZA;GFK
1657;JAX;CVG
1658;MCI;PGD
1659;TYS;SFB
1660;LAX;MEM
1661;BLI;TUS
1662;BLI;SAN
1663;LAS;SCK
1664;RDU;SJU
1665;SFB;OWB
1666;LAS;RFD
1667;PIE;AVL
1668;MEM;LAS
1669;AZA;FWA
1670;IND;PGD
1671;GSP;FLL
1672;IND;SRQ
1673;EUG;LAS
1674;PIE;HTS
1675;FSD;PIE
1676;VPS;BLV
1677;MSY;USA
1678;CID;PGD
1679;PSM;PGD
1680;PIE;IND
1681;PGD;BLV
1682;ATW;PIE
1683;AZA;BOI
1684;MKE;PIE
1685;AZA;BZN
1686;SFB;GSO
1687;PIE;RIC
1688;PIE;FWA
1689;ABE;PIE
1690;PGD;RFD
1691;PIE;TYS
1692;LAX;OKC
1693;LAS;AZA
1694;FLL;SDF
1695;PGD;ABE
1696;PIA;PGD
1697;FCA;LAS
1698;PIE;GRR
1699;SFB;OGS
1700;BZN;LAS
1701;RIC;PIE
1702;PGD;ATW
1703;AZA;OMA
1704;CVG;LAX
1705;FAR;AZA
1706;SHV;LAS
1707;CVG;CHS
1708;SFB;IND
1709;LAS;MOT
1710;LAS;GTF
1711;SRQ;PIT
1712;LAS;MFR
1713;SFB;MLI
1714;MRY;LAS
1715;PGD;USA
1716;PGD;TYS
1717;FAR;SFB
1718;MSY;CVG
1719;PBG;FLL
1720;PGD;IND
1721;SWF;SFB
1722;GRR;AZA
1723;SFB;SBN
1724;PVU;AZA
1725;BZN;AZA
1726;SFB;AVL
1727;RFD;LAS
1728;PBG;PIE
1729;AZA;RFD
1730;AZA;LAS
1731;PIE;DSM
1732;RFD;AZA
1733;PIA;PIE
1734;PGD;PSM
1735;IND;SFB
1736;SFB;ROA
1737;FLL;MEM
1738;OAK;BLI
1739;AZA;BLI
1740;RDU;PIE
1741;CHS;CVG
1742;CVG;SFB
1743;PGD;MDT
1744;LAS;MFE
1745;IAG;PGD
1746;IND;JAX
1747;LAS;GRR
1748;SFB;ALB
1749;SFB;USA
1750;SBN;PIE
1751;SPI;PGD
1752;XNA;LAS
1753;AVL;EWR
1754;SDF;PGD
1755;SFB;EVV
1756;PGD;RDU
1757;OGD;AZA
1758;FLL;TYS
1759;SGF;PIE
1760;PIE;BNA
1761;MSO;AZA
1762;RFD;PIE
1763;PBG;SFB
1764;LAS;GFK
1765;BLV;PGD
1766;SJU;RDU
1767;BIL;AZA
1768;AZA;SGU
1769;PGD;MLI
1770;AZA;OAK
1771;PGD;OMA
1772;DSM;AZA
1773;SFB;SGF
1774;LAS;BZN
1775;PIT;SFB
1776;CVG;JAX
1777;PGD;BNA
1778;FNT;PGD
1779;PGD;SPI
1780;PIE;ABE
1781;MDT;PIE
1782;AZA;FSD
1783;FSD;LAS
1784;AVL;PIE
1785;ALB;SFB
1786;SFB;MDT
1787;LAS;MEM
1788;AZA;SGF
1789;BNA;PGD
1790;LAS;PSC
1791;MOT;AZA
1792;OMA;PGD
1793;SDF;PIE
1794;GSP;SFB
1795;PIT;PIE
1796;LAS;PIA
1797;LAS;RAP
1798;ROA;PIE
1799;LAS;TYS
1800;TRI;SFB
1801;PIE;BLV
1802;AZA;GRI
1803;SFB;FWA
1804;OAK;EUG
1805;CVG;PGD
1806;CVG;PIE
1807;AZA;FAR
1808;LEX;FLL
1809;SWF;PGD
1810;GRI;AZA
1811;RAP;LAS
1812;SFB;GPT
1813;SFB;GRR
1814;OMA;AZA
1815;PIE;PBG
1816;MKE;AZA
1817;DSM;SFB
1818;RFD;SFB
1819;PGD;ROC
1820;EUG;OAK
1821;PIA;SFB
1822;AZA;CVG
1823;BLV;AZA
1824;PGD;MCI
1825;SCK;AZA
1826;BMI;SFB
1827;SGU;AZA
1828;RIC;BNA
1829;SFB;XNA
1830;FAR;LAS
1831;LAX;EUG
1832;SYR;PIE
1833;RDU;SFB
1834;SJU;CVG
1835;FWA;PGD
1836;PIE;SWF
1837;IAG;SFB
1838;LAS;SBN
1839;PGD;FWA
1840;MFR;LAX
1841;SRQ;IND
1842;PIE;MCI
1843;CVG;LAS
1844;BNA;PIE
1845;VPS;MCI
1846;CID;PIE
1847;SFB;SDF
1848;GSP;PIE
1849;SWF;PIE
1850;LAS;FAR
1851;SDF;FLL
1852;LAS;GRI
1853;BIS;SFB
1854;PGD;STC
1855;ATW;AZA
1856;SFB;IAG
1857;PGD;IAG
1858;CVG;AUS
1859;IDA;AZA
1860;PGD;PIA
1861;FLL;ABE
1862;SFB;TOL
1863;MKE;SFB
1864;BIS;AZA
1865;SFB;MEM
1866;RAP;AZA
1867;ELM;PIE
1868;BNA;RIC
1869;PIE;PIA
1870;PGD;SBN
1871;LCK;FLL
1872;SFB;DSM
1873;SFB;MKE
1874;FLL;GRR
1875;SAV;CVG
1876;SGF;SFB
1877;AZA;OGD
1878;PIA;LAS
1879;LAS;LRD
1880;LAS;FSD
1881;PSC;LAS
1882;SFB;GSP
1883;TOL;SFB
1884;CVG;MSY
1885;AVL;PGD
1886;CID;LAS
1887;PGD;CLE
1888;PVU;TUS
1889;AZA;EUG
1890;PGD;LCK
1891;AZA;STC
1892;USA;SFB
1893;PVU;LAX
1894;IDA;LAS
1895;PIE;ATW
1896;RDU;PGD
1897;LAS;BIS
1898;SFB;PSM
1899;PGD;CID
1900;ROC;SFB
1901;ATW;LAS
1902;PIE;BMI
1903;AUS;IND
1904;SBN;AZA
1905;BLI;OAK
1906;GFK;AZA
1907;CKB;SFB
1908;MLI;LAS
1909;SJU;PIT
1910;LAX;PVU
1911;PIE;LCK
1912;HTS;SFB
1913;FSD;SFB
1914;SGF;LAS
1915;AZA;ICT
1916;EWR;VPS
1917;MDT;PGD
1918;AZA;SBN
1919;MEM;SFB
1920;PSM;SFB
1921;OWB;SFB
1922;CHA;PIE
1923;EUG;LAX
1924;LAS;FCA
1925;SFB;FSD
1926;AZA;PIA
1927;LAX;SGF
1928;SJU;SFB
1929;LAX;MTJ
1930;EWR;TYS
1931;SDF;SFB
1932;BGR;PIE
1933;PIE;MKE
1934;AZA;MSO
1935;SFB;RIC
1936;SFB;ORF
1937;PGD;PVD
1938;ABE;PGD
1939;ORF;SFB
1940;LAS;MLI
1941;PIE;MLI
1942;TUL;SFB
1943;BLV;PIE
1944;MEM;PIE
1945;LAX;TUL
1946;SFB;PIT
1947;AZA;PSC
1948;PIE;CID
1949;MTJ;LAX
1950;AUS;ABQ
1951;AZA;MLI
1952;GSO;CLT
1953;PHL;ORF
1954;TYS;CLT
1955;BTR;CLT
1956;CLT;BTR
1957;DCA;GSP
1958;GSP;DCA
1959;MHT;CLT
1960;CLT;MSY
1961;MSY;CLT
1962;SDF;CLT
1963;ALB;DCA
1964;DCA;ALB
1965;DCA;SAV
1966;PHL;TYS
1967;MSN;PHL
1968;BTV;CLT
1969;CLT;BTV
1970;DAY;LGA
1971;LGA;DAY
1972;CLT;AVP
1973;CLT;IND
1974;IND;CLT
1975;CLT;ILM
1976;DCA;TYS
1977;OMA;CLT
1978;GSP;PHL
1979;BUF;CLT
1980;CLT;BUF
1981;CHO;CLT
1982;CLT;CHO
1983;AVL;CLT
1984;CLT;LIT
1985;LIT;CLT
1986;CLE;CLT
1987;CLT;CLE
1988;CLT;ORF
1989;CLT;MSN
1990;MSN;CLT
1991;CAK;CLT
1992;PNS;CLT
1993;CLT;LEX
1994;LEX;CLT
1995;CLT;CAE
1996;CLT;VPS
1997;VPS;CLT
1998;MKE;CLT
1999;CLT;JAN
2000;JAN;CLT
2001;SYR;CLT
2002;CLT;DTW
2003;DTW;CLT
2004;DCA;RDU
2005;CLT;GSP
2006;SYR;DCA
2007;ORF;DCA
2008;CLT;PNS
2009;DCA;IND
2010;CLT;PVD
2011;PVD;CLT
2012;ROC;DCA
2013;CLT;MLB
2014;CLT;STL
2015;MLB;CLT
2016;PHL;CVG
2017;ORF;CLT
2018;RDU;DCA
2019;CLT;FAY
2020;FAY;CLT
2021;DCA;PNS
2022;DCA;JAX
2023;JAX;DCA
2024;CLT;OMA
2025;CLT;SAV
2026;BGR;DCA
2027;DCA;BGR
2028;BHM;DCA
2029;DCA;BHM
2030;CHS;DCA
2031;DCA;CHS
2032;DCA;SDF
2033;SDF;DCA
2034;ITH;CLT
2035;ORF;PHL
2036;CLT;GPT
2037;SAV;CLT
2038;CLT;TYS
2039;BDL;DCA
2040;DCA;BDL
2041;GPT;CLT
2042;CLT;ITH
2043;DCA;PWM
2044;PWM;DCA
2045;LGA;CAK
2046;BHM;PHL
2047;CLT;BHM
2048;PHL;BHM
2049;CLT;DAB
2050;DAB;CLT
2051;CVG;PHL
2052;CLT;OAJ
2053;OAJ;CLT
2054;CLT;RIC
2055;RIC;CLT
2056;GSP;CLT
2057;DAY;CLT
2058;CLT;ABE
2059;CLT;SDF
2060;CHA;CLT
2061;CLT;CHA
2062;DCA;GSO
2063;CAE;CLT
2064;CLT;CRW
2065;CLT;AVL
2066;PHL;GSP
2067;CLT;HSV
2068;HSV;CLT
2069;PHL;MSN
2070;SAV;PHL
2071;CLT;MEM
2072;MEM;CLT
2073;HPN;CLT
2074;CLT;GSO
2075;CLT;CAK
2076;CLT;MKE
2077;BDL;PHL
2078;PHL;BDL
2079;CLT;GNV
2080;PHL;DAY
2081;CLT;SHV
2082;SHV;CLT
2083;TLH;CLT
2084;CLT;CID
2085;BHM;CLT
2086;CLT;MHT
2087;CLT;DCA
2088;CAK;LGA
2089;DCA;SYR
2090;CLT;PWM
2091;PWM;CLT
2092;CLT;JAX
2093;JAX;CLT
2094;CLT;HPN
2095;BOS;TPA
2096;TPA;BOS
2097;ORD;JFK
2098;HPN;FLL
2099;FLL;HPN
2100;JFK;SFO
2101;SFO;JFK
2102;BOS;JFK
2103;SRQ;BOS
2104;LAS;JFK
2105;BOS;MCO
2106;MCO;BOS
2107;RIC;MCO
2108;MCO;RIC
2109;LGA;FLL
2110;RDU;BOS
2111;BOS;LAX
2112;LAX;BOS
2113;BOS;DCA
2114;MCO;JFK
2115;LGB;SEA
2116;SEA;LGB
2117;BOS;ORD
2118;ORD;BOS
2119;JFK;LGB
2120;PBI;BOS
2121;STT;SJU
2122;SJU;STT
2123;SAV;JFK
2124;EWR;PBI
2125;PBI;EWR
2126;PBI;JFK
2127;BOS;PHL
2128;PBI;HPN
2129;FLL;BOS
2130;BOS;LAS
2131;LAS;BOS
2132;BOS;RIC
2133;FLL;SYR
2134;FLL;BQN
2135;AUS;JFK
2136;LGA;MCO
2137;JFK;ORD
2138;BOS;JAX
2139;BOS;DFW
2140;CLT;JFK
2141;JFK;CLT
2142;PDX;LGB
2143;FLL;CHS
2144;CHS;FLL
2145;LGB;SFO
2146;BOS;DTW
2147;BDL;PBI
2148;PBI;BDL
2149;RIC;FLL
2150;FLL;RIC
2151;DCA;BOS
2152;LGA;PBI
2153;JFK;MCO
2154;MCO;LGA
2155;JFK;FLL
2156;FLL;JFK
2157;JFK;PDX
2158;PDX;JFK
2159;JAX;BOS
2160;DFW;BOS
2161;BOS;BUF
2162;BUF;BOS
2163;LAX;JFK
2164;BOS;LGA
2165;LGA;BOS
2166;SFO;LGB
2167;BOS;CLT
2168;CLT;BOS
2169;HPN;RSW
2170;RSW;HPN
2171;PBI;LGA
2172;RSW;BOS
2173;FLL;LGA
2174;JFK;CHS
2175;CHS;JFK
2176;EWR;BOS
2177;RIC;BOS
2178;BOS;PIT
2179;PIT;BOS
2180;EWR;SJU
2181;SJU;EWR
2182;MCO;HPN
2183;JFK;AUS
2184;SJU;JFK
2185;JFK;LAX
2186;DTW;BOS
2187;DCA;SJU
2188;SJU;DCA
2189;JFK;SJU
2190;LGB;AUS
2191;AUS;LGB
2192;HPN;TPA
2193;EWR;RSW
2194;RSW;EWR
2195;HPN;PBI
2196;DCA;RSW
2197;RSW;DCA
2198;JFK;LAS
2199;RSW;JFK
2200;BTV;JFK
2201;JFK;BTV
2202;BOS;CHS
2203;BOS;EWR
2204;JFK;RSW
2205;PBI;DCA
2206;BOS;MSP
2207;MSP;BOS
2208;PHL;BOS
2209;SYR;JFK
2210;LGB;PDX
2211;BOS;SFO
2212;CLE;BOS
2213;BOS;CLE
2214;BOS;RSW
2215;ORH;MCO
2216;HPN;MCO
2217;SJC;LGB
2218;LGB;SJC
2219;EWR;TPA
2220;JFK;BUF
2221;ORH;FLL
2222;FLL;ORH
2223;TPA;EWR
2224;JFK;PBI
2225;BOS;FLL
2226;BDL;SJU
2227;SJU;BDL
2228;BUR;BOS
2229;BOS;BUR
2230;BOS;SRQ
2231;BUR;JFK
2232;JFK;BUR
2233;LGB;BOS
2234;BOS;LGB
2235;JFK;SYR
2236;JFK;TPA
2237;TPA;JFK
2238;MCO;BQN
2239;BQN;MCO
2240;BOS;PBI
2241;LAX;FLL
2242;FLL;LAX
2243;LGB;JFK
2244;BOS;SAN
2245;SAN;BOS
2246;LGB;RNO
2247;RNO;LGB
2248;BOS;SAV
2249;SAV;BOS
2250;BOS;SJU
2251;JFK;SEA
2252;JFK;ABQ
2253;ABQ;JFK
2254;JFK;SLC
2255;SLC;JFK
2256;MSY;JFK
2257;RNO;JFK
2258;JFK;RNO
2259;JFK;SAN
2260;SAN;JFK
2261;JFK;DEN
2262;DEN;JFK
2263;MCO;LAX
2264;LAX;MCO
2265;SFO;BOS
2266;JFK;PHX
2267;PHX;JFK
2268;JFK;PSP
2269;PSP;JFK
2270;JFK;SMF
2271;SMF;JFK
2272;JFK;SRQ
2273;JFK;OAK
2274;OAK;JFK
2275;ROC;JFK
2276;BOS;SEA
2277;SLC;LGB
2278;LGB;SLC
2279;SEA;JFK
2280;FLL;SFO
2281;SFO;FLL
2282;HOU;JFK
2283;JFK;ROC
2284;FLL;SLC
2285;SLC;FLL
2286;MCO;ORH
2287;ONT;JFK
2288;JFK;ONT
2289;SYR;BOS
2290;MSY;BOS
2291;BOS;MSY
2292;DCA;PBI
2293;SWF;MCO
2294;SJU;BOS
2295;BOS;SJC
2296;SJC;BOS
2297;BUF;LAX
2298;LAX;BUF
2299;SEA;BOS
2300;JFK;ATL
2301;ATL;JFK
2302;FLL;SAN
2303;SAN;FLL
2304;SWF;FLL
2305;FLL;SWF
2306;TPA;HPN
2307;ORD;FLL
2308;FLL;ORD
2309;JFK;MSY
2310;JFK;HOU
2311;PHX;BOS
2312;BOS;PHX
2313;BOS;SLC
2314;SLC;BOS
2315;SYR;MCO
2316;MCO;SYR
2317;CLE;FLL
2318;FLL;CLE
2319;MCO;PSE
2320;PSE;MCO
2321;JFK;SJC
2322;SJC;JFK
2323;ORH;JFK
2324;JFK;ORH
2325;ROC;BOS
2326;BOS;ROC
2327;JFK;PSE
2328;MCO;SLC
2329;SLC;MCO
2330;BQN;JFK
2331;JFK;BQN
2332;BOS;SYR
2333;MCO;SWF
2334;BQN;FLL
2335;FLL;HDN
2336;HDN;FLL
2337;ORD;SAN
2338;SAN;ORD
2339;MSY;CLE
2340;CLE;MSY
2341;CLE;MCO
2342;MCO;CLE
2343;ORD;IAH
2344;FLL;MSP
2345;MSP;FLL
2346;DTW;RSW
2347;RSW;DTW
2348;LAS;MSP
2349;FLL;IAH
2350;IAH;SAN
2351;DTW;MCI
2352;MCI;DTW
2353;ORD;LGA
2354;DTW;TPA
2355;TPA;DTW
2356;IAG;FLL
2357;MSY;IAH
2358;BWI;DFW
2359;IAH;MSY
2360;LAS;IAH
2361;EWR;IAH
2362;DTW;LAX
2363;LAX;DTW
2364;IAH;EWR
2365;MCO;IAH
2366;DFW;LGA
2367;FLL;LBE
2368;LBE;FLL
2369;TPA;ORD
2370;ORD;TPA
2371;LAX;ORD
2372;ORD;LAX
2373;FLL;GSO
2374;GSO;FLL
2375;EWR;LAS
2376;LAS;EWR
2377;ATL;ORD
2378;MSP;LAS
2379;EWR;MYR
2380;MYR;EWR
2381;DTW;MCO
2382;MCO;DTW
2383;GFK;MSP
2384;MSP;GFK
2385;IAH;DTW
2386;MSP;RST
2387;RST;MSP
2388;DTW;LAN
2389;LAN;DTW
2390;CID;DTW
2391;GEG;SEA
2392;SEA;GEG
2393;MSP;TUL
2394;TUL;MSP
2395;LGA;ORD
2396;LEX;DTW
2397;GSO;LGA
2398;MBS;DTW
2399;DTW;CID
2400;MSP;CID
2401;DTW;MBS
2402;GRR;MSP
2403;MSP;GRR
2404;SBN;MSP
2405;MSP;GRB
2406;MSP;SBN
2407;MSP;GTF
2408;HLN;MSP
2409;LGA;GSP
2410;MDT;DTW
2411;GTF;MSP
2412;DTW;HSV
2413;CLE;MSP
2414;SLC;HLN
2415;DTW;ROC
2416;MSP;HLN
2417;HLN;SLC
2418;DTW;MDT
2419;CID;MSP
2420;SDF;DTW
2421;LGA;GSO
2422;DTW;MKE
2423;MKE;DTW
2424;MSP;IAD
2425;IAD;MSP
2426;RIC;LGA
2427;BHM;LGA
2428;DTW;MSN
2429;IAH;LGA
2430;LGA;BHM
2431;LGA;RIC
2432;DTW;MEM
2433;MEM;DTW
2434;LGA;CLT
2435;CLT;LGA
2436;DTW;MHT
2437;MHT;DTW
2438;BIS;MSP
2439;DTW;OKC
2440;LNK;MSP
2441;MSP;LNK
2442;MSP;IAH
2443;OKC;DTW
2444;CVG;DTW
2445;DTW;CVG
2446;IAH;MSP
2447;BIL;SLC
2448;SLC;BIL
2449;MSP;BIS
2450;DTW;ORF
2451;ORF;DTW
2452;IAH;SLC
2453;DAY;MSP
2454;MSP;DAY
2455;DTW;OMA
2456;OMA;DTW
2457;MBS;MSP
2458;LGA;IAH
2459;MSN;DTW
2460;BIL;MSP
2461;MSP;BIL
2462;ATL;RST
2463;BNA;JFK
2464;MSP;ICT
2465;DTW;IAH
2466;IDA;SLC
2467;JFK;BNA
2468;ICT;MSP
2469;DFW;JFK
2470;DTW;SBN
2471;JFK;DFW
2472;SBN;DTW
2473;SLC;IAH
2474;DTW;PIT
2475;LGA;DFW
2476;DFW;MSP
2477;MSP;IND
2478;ATL;MLU
2479;MLU;ATL
2480;ATL;MOB
2481;MOB;ATL
2482;BOI;LAX
2483;LAX;BOI
2484;MSP;DFW
2485;DLH;MSP
2486;SLC;IDA
2487;ABY;ATL
2488;ATL;ABY
2489;DSM;SLC
2490;BOI;SEA
2491;ELP;SLC
2492;SLC;DSM
2493;MSP;DLH
2494;ATL;PIA
2495;PIA;ATL
2496;SEA;BOI
2497;DTW;ERI
2498;ERI;DTW
2499;SLC;ELP
2500;BOI;MSP
2501;MSP;BOI
2502;ASE;SLC
2503;ATL;ROA
2504;BOI;SLC
2505;GRB;DTW
2506;FAT;SLC
2507;SLC;FAT
2508;SLC;BOI
2509;ASE;LAX
2510;DTW;GRB
2511;LAX;ASE
2512;SLC;ASE
2513;ASE;ATL
2514;FAR;MSP
2515;MSP;FAR
2516;ATL;ASE
2517;DTW;GSP
2518;GSP;DTW
2519;RIC;DTW
2520;DTW;GSO
2521;GSO;DTW
2522;RST;ATL
2523;ATL;TRI
2524;IAD;DTW
2525;DTW;IAD
2526;DTW;HPN
2527;HPN;DTW
2528;ATL;BQK
2529;BQK;ATL
2530;ATL;VLD
2531;VLD;ATL
2532;ATL;CRW
2533;CRW;ATL
2534;DTW;CHA
2535;BZN;SLC
2536;SLC;BZN
2537;ATW;DTW
2538;CHA;DTW
2539;DTW;FWA
2540;DTW;IMT
2541;GTF;SLC
2542;SLC;GTF
2543;LSE;MSP
2544;MSP;LSE
2545;DTW;ESC
2546;ESC;DTW
2547;ABE;DTW
2548;DTW;ABE
2549;FWA;DTW
2550;COS;SLC
2551;SLC;COS
2552;SLC;GJT
2553;CPR;SLC
2554;DTW;SWF
2555;SWF;DTW
2556;DTW;MLI
2557;DTW;SCE
2558;SCE;DTW
2559;MSP;MLI
2560;MLI;DTW
2561;SEA;MKE
2562;SLC;MSN
2563;ROC;DTW
2564;CMX;ORD
2565;FWA;ORD
2566;EAU;ORD
2567;DEN;EAR
2568;IAD;PBG
2569;DEN;SGU
2570;LAX;SGU
2571;DEN;CNY
2572;ORD;FWA
2573;ORD;MBS
2574;DEN;VEL
2575;ORD;LWB
2576;LBF;DEN
2577;LWB;ORD
2578;IAD;SHD
2579;SHD;IAD
2580;MKG;ORD
2581;EAR;DEN
2582;HYS;DEN
2583;ORD;SLN
2584;SLN;HYS
2585;DEN;BFF
2586;PBG;IAD
2587;VEL;DEN
2588;ORD;SPI
2589;CNY;DEN
2590;GCC;DEN
2591;ORD;MKG
2592;ORD;SHD
2593;SHD;ORD
2594;ORD;UIN
2595;CKB;ORD
2596;MBS;ORD
2597;RKS;DEN
2598;IAD;CKB
2599;DEN;PUB
2600;PUB;LBL
2601;CGI;ORD
2602;ORD;PAH
2603;PAH;CGI
2604;DEN;LBL
2605;CGI;PAH
2606;ORD;CGI
2607;PAH;ORD
2608;ORD;AVL
2609;ORD;CMX
2610;ORD;EAU
2611;PUB;DEN
2612;LBL;PUB
2613;ORD;CKB
2614;CKB;IAD
2615;SPI;ORD
2616;UIN;ORD
2617;DEN;RKS
2618;LBL;DEN
2619;BFF;DEN
2620;IAD;LWB
2621;DVL;JMS
2622;JMS;DEN
2623;DEN;JMS
2624;DVL;DEN
2625;JMS;DVL
2626;LWB;IAD
2627;LAR;DEN
2628;DEN;LAR
2629;DEN;GCC
2630;SGU;LAX
2631;DEN;LBF
2632;AVL;ORD
2633;DEN;HYS
2634;HYS;SLN
2635;SLN;ORD
2636;SGU;DEN
2637;PRC;DEN
2638;DEN;PRC
2639;PRC;LAX
